id,name,intelligence,strength,speed,durability,power,combat,full-name,alter-egos,aliases,place-of-birth,First Appearance,Release Date,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,height_cm,weight_kg,BMI
332,Hulk,88.0,100.0,63.0,100.0,98.0,85.0,Bruce Banner,No alter egos found.,"Annihilator, Captain Universe, Joe Fixit, Mr. Fixit, Mechano, Professor, Jade Jaws, Golly Green Giant","Dayton, Ohio","Incredible Hulk #1 (May, 1962)",05/01/1962,Marvel Comics,good,Male,Human / Radiation,"[""8'0"", '244 cm']","['1400 lb', '630 kg']",green,green,"Nuclear physicist, Agent of S.H.I.E.L.D.","(Banner) Hulkbuster Base, New Mexico, (Hulk) mobile, but prefers New Mexico","Defenders, former leader of the new Hulkbusters, member of the Avengers, Pantheon, Titans Three, the Order, Hulkbusters of Counter-Earth-Franklin, alternate Fantastic Four","Betty Ross Talbot Banner (wife), Brian Banner (father, apparently deceased), Rebecca Banner (mother, deceased), Morris Walters (uncle), Elaine Banner Walters (aunt, deceased), Jennifer Walters (She-Hulk, cousin), Thaddeus E. 'Thunderbolt' Ross (father",244.0,1400.0,235.151840902983
333,Human Torch,63.0,11.0,63.0,70.0,87.0,42.0,Johnny Storm,No alter egos found.,"Matchstick Johnny, Doug Brown","Glenville, Long Island, New York",Fantastic Four #1 (1961),08/08/1961,Marvel Comics,good,Male,Human / Radiation,"[""5'10"", '178 cm']","['170 lb', '77 kg']",blue,blond,Adventurer,"Pier Four, New York City",Fantastic Four,"Susan Richards - Invisible Woman (sister), Franklin Richards (nephew), Reed Richards - Mister Fantastic (brother-in-law) Lyja (ex-wife)",178.0,170.0,53.654841560409
335,Husk,63.0,63.0,35.0,78.0,48.0,64.0,Paige Elisabeth Guthrie,No alter egos found.,Hayseed,"Cumberland, Kentucky","Rom Annual #3 (November, 1984)",09/11/1984,Marvel Comics,good,Female,Mutant,"[""5'7"", '170 cm']","['128 lb', '58 kg']",blue,blond,"Adventurer; formerly student, activist","Base of operations unknown; formerly Xavier Institute, Salem Center, Westchester County, New York","X-Men, X-Corp, Generation X","Thomas Zebulon Guthrie (father,deceased),Lucinda Guthrie (mother),Samuel Zachery Guthrie (brother,Cannonball),Joshua 'Jay' Guthrie (brother,Icarus),Joella Guthrie (sister),Elizabeth Guthrie (sister),Melody Guthrie (sister),Jeb Guthrie (brother),Lewis Guth",170.0,128.0,44.2906574394464
336,Hybrid,63.0,63.0,58.0,75.0,100.0,80.0,Scott Washington,No alter egos found.,"Guardsman Number Six, Terror of Brooklyn, Riot ,Phage , Lasher, Agony","Bedford-Stuyvesant, Brooklyn, New York City",Venom: Along Came A Spider #2,01/10/1996,Marvel Comics,good,Male,Symbiote,"[""5'9"", '175 cm']","['172 lb', '77 kg']",brown,black,Unknown,"Bedford-Stuyvesant, Brooklyn, New York City, New York","New Warriors, Guardsmen, NYPD","Unnamed mother, Derek Washington (brother, deceased), Hybrid (""former symbiote"", defused)",175.0,172.0,56.1632653061225
337,Hydro-Man,38.0,13.0,25.0,80.0,66.0,50.0,Morris Bench,No alter egos found.,Morrie,"Bronx, New York","Amazing Spider-Man #212 (January, 1981)",11/11/1980,Marvel Comics,bad,Male,Unknown,"[""6'2"", '188 cm']","['265 lb', '119 kg']",brown,brown,Professional Criminal; former crewman of cargo ship,Unknown,"Member of the Masters of Evil; formerly Sinister Syndicate; Frightful Four, Sinister Six, Sinister Twelve",Unknown,188.0,265.0,74.9773653236759
338,Hyperion,88.0,100.0,100.0,95.0,87.0,80.0,Mark Milton,No alter egos found.,"Mark Milton, Zhib-Ran, Mr. Kant, Marcus Milton",Unknown,Avengers #85,03/10/1971,Marvel Comics,good,Male,Eternal,"[""6'0"", '183 cm']","['460 lb', '207 kg']",blue,red,"Adventurer; (Formerly) Cartoonist, government agent",Unknown,"Squadron Supreme, (Formerly) Star Masters, ally of Exiles",Mr. and Mrs. Hamilton (foster parents),183.0,460.0,137.358535638568
339,Iceman,63.0,32.0,53.0,100.0,100.0,64.0,Bobby Drake,No alter egos found.,"Bobby Drake, Mister Friese, Drake Roberts, Rampage, Frozen One, Iceface","Fort Washington, Long Island, New York",X-Men #1,07/02/1963,Marvel Comics,good,Male,Mutant,"[""5'8"", '173 cm']","['145 lb', '65 kg']",brown,brown,"Adventurer, formerly teacher, accountant, student",Unknown,"X-Men (Jean Grey School member, founding member); formerly Murder Circus (brainwashed), Excelsiors (squad leader), The Twelve, X-Factor/X-Terminators (founding member), Chosen (Dualers), Secret Defenders, Defenders, Champions (founder and founding member)","William Robert Drake (father), Madeline Beatrice Bass Drake (mother), Mary (cousin), Joel (cousin), Anne (aunt)",173.0,145.0,48.4479935848174
341,Indiana Jones,69.0,10.0,17.0,30.0,19.0,30.0,Indiana Jones,No alter egos found.,Indy,"Princeton, New Jersey",Raiders of the Lost Ark (1981),06/12/1981,George Lucas,good,Male,Human,"[""6'0"", '183 cm']","['176 lb', '79 kg']",unknown,unknown,Archaeologist,Unknown,Unknown,Unknown,183.0,176.0,52.5545701573651
342,Indigo,75.0,63.0,50.0,50.0,100.0,50.0,Iroque,No alter egos found.,Indigo-1,Unknown,"Green Lantern Vol 4 #25 (January, 2008)",12/12/2007,DC Comics,neutral,Female,Alien,"['-', '0 cm']","['- lb', '0 kg']",unknown,purple,Leader of the Indigo Tribe,Unknown,Indigo Tribe; formerly the New Guardians,Unknown,,,
343,Ink,38.0,28.0,17.0,40.0,73.0,50.0,Eric Gitter,No alter egos found.,Unknown,Unknown,"Young X-Men #1 (May, 2008)",04/02/2008,Marvel Comics,good,Male,Mutant,"[""5'11"", '180 cm']","['180 lb', '81 kg']",blue,no hair,Unknown,Unknown,"Formerly X-Men, Young X-Men",Unknown,180.0,180.0,55.5555555555556
344,Invisible Woman,88.0,10.0,27.0,85.0,93.0,56.0,Susan Storm Richards,No alter egos found.,Invisible Girl,"Glenville, Long Island, New York",Fantastic Four #1,08/08/1961,Marvel Comics,good,Female,Human / Radiation,"[""5'6"", '168 cm']","['120 lb', '54 kg']",blue,blond,"Member of the Fantastic Four, financial manager for Fantastic Four Inc, occasional model and actress","Pier Four, New York City","Fantastic Four, formerly; Secret Avengers, Avengers, Brides of Set, Pawns of Death","Reed Richards (Mister Fantastic, husband), Franklin Richards (son), Valeria Richards (daughter), Johnny Storm (Human Torch, brother), Franklin Storm (father, deceased), Mary Storm (mother, deceased), Marygay Jewel Dinkins (aunt), ""Bones"" (cousin), Evelyn Richards (mother-in-law, deceased), Nathaniel Richards (father-in-law), Cassandra Richards (Warlord, mother-in-law, deceased), unnamed child of Nathaniel Richards (brother-in-law), Tara Richards (Huntara, sister-in-law), Kristoff Vernard (alleged brother-in-law), Lyja (sister-in-law)",168.0,120.0,42.5170068027211
345,Iron Fist,75.0,55.0,33.0,50.0,95.0,100.0,Danny Rand,No alter egos found.,"Daredevil, Daniel Thomas Rand, the Living Weapon, Young Dragon, Danny Rand",Unknown,Marvel Premiere #15 (May 1974),03/19/1974,Marvel Comics,good,Male,Human,"[""5'11"", '180 cm']","['175 lb', '79 kg']",blue,blond,"Adventurer; formerly co-owner of Rand-Meachum, Inc., bodyguard, private investigator, research assistant, warrior",New York,"New Avengers, Heroes for Hire, Inc., Secret Defenders, Defenders, Misty Knight, Luke Cage","Wendell Rand-K'ai (father, deceased), Heather Duncan Rand (mother, deceased), Yu-Ti (adopted uncle), Miranda Rand-K'ai (half-sister), Lord Tuan (adopted paternal grandfather, deceased), Lady Ming (adopted paternal grandmother, deceased), Thomas Duncan (maternal grandfather)",180.0,175.0,54.0123456790123
346,Iron Man,100.0,85.0,58.0,85.0,100.0,64.0,Tony Stark,No alter egos found.,"Iron Knight, Hogan Potts, Spare Parts Man, Cobalt Man II, Crimson Dynamo, Ironman","Long Island, New York","Tales of Suspense #39 (March, 1963)",12/10/1962,Marvel Comics,good,Male,Human,"[""6'6"", '198 cm']","['425 lb', '191 kg']",blue,black,"Inventor, Industrialist; former United States Secretary of Defense","Seattle, Washington","Avengers, Illuminati, Stark Resilient; formerly S.H.I.E.L.D., leader of Stark Enterprises, the Pro-Registration Superhero Unit, New Avengers, Mighty Avengers, Hellfire Club, Force Works, Avengers West Coast, United States Department of Defense.","Howard Anthony Stark (father, deceased), Maria Stark (mother, deceased), Morgan Stark (cousin), Isaac Stark (ancestor)",198.0,425.0,108.407305377002
347,Iron Monger,88.0,63.0,25.0,90.0,57.0,56.0,Obadiah Stane,No alter egos found.,Unknown,Unknown,Unknown,,Marvel Comics,bad,Male,Unknown,"['-', '0 cm']","['4230 lb', '2 tons']",blue,no hair,CEO Stane International,Unknown,Stane International,"Zebediah (father, deceased), unnamed mother (deceased), Ezekiel Stane (son)",,4230.0,
348,Isis,75.0,48.0,75.0,46.0,50.0,56.0,Adrianna Tomaz,No alter egos found.,Unknown,Unknown,(as Adrianna) 52 Week Three,05/24/2006,DC Comics,good,Female,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,"Adventurer, formerly First Lady of Kahndaq, former slave","Shiruta, Kahndaq",Black Marvel Family,"Amon Tomaz (brother, deceased), Black Adam (husband)",,,
350,Jack of Hearts,63.0,55.0,100.0,30.0,77.0,30.0,Jonathan Hart,No alter egos found.,Unknown,"New Haven, Connecticut","Deadly Hands of Kung Fu #22 (March, 1976)",12/09/1975,Marvel Comics,good,Male,Human,"[""5'1"", '155 cm']","['175 lb', '79 kg']",blue / white,brown,Adventurer,Avengers Mansion,"Avengers, Defenders for a Day","Philip (father, deceased), Marie (mother)",155.0,175.0,72.840790842872
354,Jar Jar Binks,10.0,6.0,33.0,10.0,21.0,15.0,Jar Jar Binks,No alter egos found.,Unknown,Naboo,Unknown,,George Lucas,good,Male,Gungan,"[""6'4"", '193 cm']","['- lb', '0 kg']",yellow,unknown,Unknown,Unknown,Unknown,Unknown,193.0,,
358,Jennifer Kale,75.0,10.0,35.0,42.0,74.0,72.0,Jennifer Kale,No alter egos found.,Wendy the Good Little Witch,"Citrusville, Florida",Fear #11 (1972),12/05/1972,Marvel Comics,good,Female,Unknown,"[""5'6"", '168 cm']","['122 lb', '55 kg']",blue,blond,"Sorceress, student",Unknown,"Witches, Legion of the Night","Andrew Jackson Kale (brother, deceased), Joshua Kale (grandfather, deceased), Naomi Kale (aunt), Johnny Blaze ( Ghost Rider ), Barbara and Daniel Ketch (cousins); Illyana Kale, Noble and pastor Kale, Magdalena (ancestors)",168.0,122.0,43.2256235827664
360,Jessica Cruz,56.0,90.0,46.0,50.0,100.0,55.0,Jessica Cruz,No alter egos found.,"Green Lantern, Power Ring",Unknown,"Green Lantern Vol 5 #20 (July, 2013)",05/22/2013,DC Comics,good,Female,Human,"['-', '0 cm']","['- lb', '0 kg']",green,brown,Unknown,Unknown,Unknown,Sara Cruz (sister),,,
363,Jigsaw,,,,,,,Billy Russo,No alter egos found.,"Billy the Beaut, Jigsaw Punisher",Unknown,Amazing Spider-Man #162 (Nov. 1976),09/14/1976,Marvel Comics,bad,Male,Unknown,"[""6'2"", '188 cm']","['250 lb', '113 kg']",blue,black,Professional mobster,"Manhattan, New York","The Maggia crime family, The Costa crime family",Unknown,188.0,250.0,70.7333635129018
367,John Constantine,63.0,10.0,8.0,40.0,54.0,65.0,John Constantine,No alter egos found.,Hellblazer,Unknown,"Swamp Thing Vol 2 #37 (June, 1985)",04/09/1985,DC Comics,good,Male,Human,"[""6'0"", '183 cm']","['- lb', '0 kg']",blue,blond,Unknown,Unknown,"Justice League Dark, Justice League","Thomas Constantine (father, deceased), Cheryl Constantine (sister, deceased)",183.0,,
368,John Stewart,56.0,85.0,42.0,64.0,100.0,65.0,John Stewart,No alter egos found.,Green Lantern,Unknown,Green Lantern Vol 2 #87,12/02/1971,DC Comics,good,Male,Human,"[""6'1"", '185 cm']","['201 lb', '90 kg']",green,black,Architect,"Detroit, Michigan · Oa · formerly New York City","Green Lantern Corps, formerly Justice League of America, Darkstars","Roy Stewart (grandfather, deceased), Addie Stewart (grandmother, deceased), Loretta Stewart (aunt, deceased), Katma Tui (wife, deceased)",185.0,201.0,58.7289992695398
369,John Wraith,75.0,12.0,35.0,28.0,87.0,80.0,John Wraith,No alter egos found.,"Wraith-Man, Kestrel, Expediter, Guardian, Vindicator",Unknown,"Wolverine Vol 2 #60 (September, 1992)",07/14/1992,Marvel Comics,good,Male,Unknown,"[""6'0"", '183 cm']","['195 lb', '88 kg']",brown,black,"Former Spy, Government Operative, Mercenary, Soldier",Unknown,"Weapon X Program, Team X, C.I.A.",Unknown,183.0,195.0,58.2280748902625
370,Joker,100.0,10.0,12.0,60.0,43.0,70.0,Jack Napier,No alter egos found.,"Red Hood I, Clown Prince of Crime, Harlequin of Hate, Jack Napier, Joe Kerr, Mr. J",Unknown,Batman #1 (Spring 1940),04/25/1940,DC Comics,bad,Male,Human,"[""6'5"", '196 cm']","['192 lb', '86 kg']",green,green,Unknown,"Arkham Asylum, Gotham City; Ha-Hacienda","Black Glove, Injustice Gang, Injustice League, Joker League of Anarchy","Jeannie (wife, deceased); Unborn son (deceased); Melvin Reipan (cousin, deceased)",196.0,192.0,49.9791753436068
371,Jolt,63.0,12.0,27.0,32.0,31.0,42.0,Helen Takahama,No alter egos found.,"Holly Tsuruta, Hallie Shimosato","Ojai, California",Thunderbolts #1 (1997),04/01/1997,Marvel Comics,good,Female,Unknown,"[""5'5"", '165 cm']","['109 lb', '49 kg']",blue,black,Adventurer,Unknown,"Young Allies; formerly Redeemers, Thunderbolts","Robert (father, deceased), Jane (mother, deceased)",165.0,109.0,40.0367309458219
372,Jubilee,56.0,8.0,22.0,20.0,66.0,90.0,Jubilation Lee,No alter egos found.,Jubes,"Beverly Hills, California","Uncanny X-Men #244 (May, 1989)",03/14/1989,Marvel Comics,good,Female,Mutant,"[""5'5"", '165 cm']","['115 lb', '52 kg']",red,black,"Student, Adventurer","Xavier Institute, Salem Center, Westchester County, New York","Currently Generation X, formerly X-Men","Dr. and Mrs. Lee (parents, deceased)",165.0,115.0,42.2405876951332
374,Juggernaut,44.0,100.0,42.0,100.0,85.0,70.0,Cain Marko,No alter egos found.,"Kuurth, Captain Universe","Berkeley, California","X-Men #12 (July, 1965)",05/04/1965,Marvel Comics,neutral,Male,Human,"[""9'5"", '287 cm']","['1900 lb', '855 kg']",blue,red,"Adventurer formerly Professional criminal, mercenary, soldier",Unknown,"Formerly Worthy, Thunderbolts, X-Men, Excalibur, Black Tom Cassidy (partner), Exemplars, Brotherhood of Evil Mutants, New World Order, Exiles, U.S. Army","Kurt Marko (father, deceased), Marjorie Marko (mother, deceased), Sharon Xavier (step-mother, deceased), Charles Xavier (Professor X, step-brother)",287.0,1900.0,230.669305199772
375,Junkpile,50.0,38.0,17.0,90.0,81.0,30.0,Unknown,No alter egos found.,Unknown,Unknown,"X-Men 2099 #1 (October, 1993)",08/17/1993,Marvel Comics,bad,Male,Mutant,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Mercenary; Former member of S.H.I.E.L.D.,Unknown,"Former member of X-Men, former member of S.H.I.E.L.D.",Unknown,,,
376,Justice,50.0,10.0,33.0,70.0,55.0,30.0,Vance Astrovik,No alter egos found.,"Marvel Boy, Manglin John Mahoney, Astounding Astrovik, Superhuman Penitentiary Prisoner 344678, Super Tights",Unknown,"Giant-Size Defenders #5 (July, 1975)",04/29/1975,Marvel Comics,good,Male,Human,"[""5'10"", '178 cm']","['180 lb', '81 kg']",hazel,brown,Adventurer,"Mobile, formerly New Warriors and Avengers Headquarters, Camp Hammond","New Warriors; formerly Avengers Academy, Initiative, partner of Firestar, Avengers, Triune Understanding, Unlimited Class Wrestling Federation, Taskmaster's Circus, Secret Avengers (Civil War)","Jerzy Astroyevicht (aka Jerry Astrovik; paternal grandfather); Katerina Astroyevicht (aka Katerina Astrovik; paternal grandmother); Arnold Astrovik (father, deceased); Norma Astrovik (mother);",178.0,180.0,56.8110087110213
377,Jyn Erso,,,,,,,Jyn Erso,No alter egos found.,Unknown,Unknown,Star Wars: Rogue One (2016),12/16/2016,George Lucas,good,Female,Human,"['-', '0 cm']","['- lb', '0 kg']",green,brown,Unknown,Unknown,Unknown,Unknown,,,
378,K-2SO,,,,,,,Unknown,No alter egos found.,"Kaytoo Esso, Kay-Tuesso",Galactic Empire,Rogue One: A Star Wars Story (2016),12/16/2016,George Lucas,good,Male,Android,"[""7'0"", '213 cm']","['- lb', '0 kg']",white,no hair,Unknown,Unknown,Unknown,Unknown,213.0,,
382,Kevin 11,25.0,7.0,12.0,14.0,100.0,40.0,Kevin Ethan Levin,No alter egos found.,"Kevin 11,000, Curtis, Osmosian, Kev, Kevin Ethan, Levin, Ultimate Kevin, Doofus, An Empty Shell, Kevin E. Levin",Unknown,Ben 10 S01,12/27/2005,DC Comics,good,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",unknown,black,Unknown,Unknown,Unknown,"Mrs. Levin (mother), Devlin Levin (alternate future son), Ben Tennyson (Ben 10, best friend), Harvey Hackett (Stepfather), Gwen Tennyson(girlfriend)",,,
384,Kid Flash,25.0,4.0,92.0,42.0,20.0,30.0,Wallace Rudolph West,No alter egos found.,Kid Lantern,"Blue Valley, Nebraska","Flash #110 (January, 1960)",11/10/1959,DC Comics,good,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",green,red,Unknown,Unknown,"Flash Family, Teen Titans, New Teen Titans","Rudolph and Mary West (parents), Ira West (grandfather), Iris Allen (aunt), Barry Allen (uncle), Linda Park West (wife), Jai and Iris West (twin children)",,,
386,Killer Croc,19.0,53.0,35.0,90.0,53.0,60.0,Waylon Jones,No alter egos found.,Unknown,Unknown,"Batman #357 (March, 1983)",12/16/1982,DC Comics,bad,Male,Metahuman,"[""8'0"", '244 cm']","['790 lb', '356 kg']",red,no hair,Unknown,Gotham City,Secret Society of Super-Villains,Unknown,244.0,790.0,132.69282450954
387,Killer Frost,88.0,10.0,13.0,35.0,59.0,30.0,Caitlin Snow,No alter egos found.,Unknown,Unknown,Fury of Firestorm: The Nuclear Men #19,04/24/2013,DC Comics,bad,Female,Human,"['-', '0 cm']","['- lb', '0 kg']",blue,blond,Scientist,Pittsburgh,Unknown,Unknown,,,
388,Kilowog,81.0,90.0,53.0,42.0,100.0,80.0,Unknown,No alter egos found.,"Kilo Wog, Green Lantern 674.1, Dark Lantern, The Green Lantern drill sergeant, Poozer, Lantern",Bolovax Vik,"Green Lantern Corps #201 (June, 1986)",03/04/1986,DC Comics,good,Male,Bolovaxian,"[""7'8"", '234 cm']","['720 lb', '324 kg']",red,no hair,Unknown,"Oa, formerly Earth, Bolovax Vik","Green Lantern Corps; formerly New Guardians, Justice League International",Unknown,234.0,720.0,131.492439184747
390,King Shark,50.0,88.0,50.0,90.0,86.0,40.0,Nanaue,No alter egos found.,Unknown,Unknown,Superboy Vol 4 #0,10/04/1994,DC Comics,bad,Male,Animal,"['-', '0 cm']","['- lb', '0 kg']",black,no hair,Professional Criminal,"Honolulu, Hawaii",Unknown,Unknown,,,
391,Kingpin,75.0,18.0,25.0,40.0,13.0,70.0,Wilson Grant Fisk,No alter egos found.,"The Brain Washer, Harold Howard, Wilbur",New York City area,"Amazing Spider-Man #50 (July, 1967)",04/04/1967,Marvel Comics,bad,Male,Human,"[""6'7"", '201 cm']","['450 lb', '203 kg']",blue,no hair,"Criminal organizer and mastermind, president and owner of legitimate businesses","A penthouse in New York City; formerly Fisk Tower in New York City, a mansion in Westchester County, Las Vegas.","Leader of The Hand, leader of a coalition of East Coast non-Maggia criminal organizations; former director of Las Vegas HYDRA faction.","Anatoly Fyskov (ancestor); Vanessa Fisk (wife, deceased); Rose (Richard Fisk) (son, deceased);",201.0,450.0,111.383381599465
392,Klaw,63.0,38.0,33.0,100.0,62.0,60.0,Ulysses Klaw,No alter egos found.,Unknown,"Vlaardingen, Netherlands","Fantastic Four #53 (August, 1966)",05/10/1966,Marvel Comics,bad,Male,Human,"[""6'2"", '188 cm']","['216 lb', '97 kg']",red,no hair,"Criminal, former Scientist",Unknown,"Former member of the Masters of Evil, Fearsome Foursome, and Frightful Four; Former ally of Solarr, Molecule Man, and Doctor Doom",Unknown,188.0,216.0,61.1136260751471
394,Kraven II,50.0,34.0,23.0,28.0,43.0,85.0,Alyosha Kravinoff,No alter egos found.,Unknown,Unknown,Spectacular Spider-Man #243 (1997),10/09/1996,Marvel Comics,bad,Male,Human,"[""6'3"", '191 cm']","['220 lb', '99 kg']",brown,black,Unknown,Unknown,Formerly the Sinister Six,"Sergei Kravinoff (Kraven the Hunter, father, deceased), unidentified mother, Vladimir Kravinoff (Grim Hunter, half-brother, deceased), Nedrocci Tannengarden (half-brother, deceased), Dmitri Smerdyakov",191.0,220.0,60.3053644362819
395,Kraven the Hunter,63.0,32.0,35.0,42.0,25.0,85.0,Sergei Kravinoff,No alter egos found.,"Kraven the Hunter, Worlds Greatest Hunter, the Grim Hunter","Volgograd (formerly Stalingrad), Russia",The Amazing Spider-Man #15 (1964),05/12/1964,Marvel Comics,bad,Male,Human,"[""6'0"", '183 cm']","['235 lb', '106 kg']",brown,black,"Professional game hunter, mercenary",Unknown,(formerly) The Sinister Six,"Nikolai & Anna Makarova Kravinoff (parents, deceased), Dmitri Smerdyakov (Chameleon, half-brother), Vladimir Kravinoff (Grim Hunter, son, deceased), Aloysha ""Al"" Kravinoff (Kraven II, son), Ned Tannengarden (son, deceased)",183.0,235.0,70.1722953805727
396,Krypto,9.0,80.0,100.0,90.0,82.0,40.0,Krypto the Superdog,No alter egos found.,Unknown,Unknown,"Adventure Comics #210 (March, 1955)",01/25/1955,DC Comics,good,Male,Kryptonian,"[""0'25"", '64 cm']","['40 lb', '18 kg']",blue,white,Unknown,"Smallville, Kansas",Superman,Unknown,64.0,40.0,97.65625
397,Kyle Rayner,69.0,90.0,50.0,60.0,100.0,60.0,Kyle Rayner,No alter egos found.,"Ion, Kyle Vasquez, Parallax, Torch Bearer, Honor Guard, The Last Green Lantern","North Hollywood, Los Angeles, California",Green Lantern Vol 3 #48,11/30/1993,DC Comics,good,Male,Human,"[""5'11"", '180 cm']","['175 lb', '79 kg']",green,black,"Green Lantern, Adventurer, Artist","Oa,formerly New York City, Los Angeles","Green Lantern Corps, New Guardians, formerly Challengers From Beyond, Sinestro Corps, Justice League of America, Blue Lantern Corps, Titans","Aaron Rayner (father), Maura Rayner (mother, deceased), Zachary Rayner (uncle, deceased), Roderick ""Snowy"" Rayner (grandfather, deceased), unnamed maternal great-grandfather (deceased), Kathleen (aunt), Cary Wren (descendant)",180.0,175.0,54.0123456790123
398,Kylo Ren,56.0,44.0,33.0,30.0,100.0,70.0,Ben Solo,No alter egos found.,Unknown,Unknown,Star Wars: Episode VII - The Force Awakens (2015),12/18/2015,George Lucas,bad,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,"Han Solo (Father), Princess Leia (Mother), Luke Skywalker (Uncle)",,,
399,Lady Bullseye,,63.0,,,,,Unknown,No alter egos found.,Unknown,Unknown,Unknown,,Marvel Comics,bad,Female,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,black,Unknown,Unknown,Unknown,Unknown,,,
400,Lady Deathstrike,63.0,28.0,42.0,85.0,48.0,90.0,Yuriko Oyama,No alter egos found.,Ana Cortes,"Osaka, Japan",Alpha Flight Vol. 1 #33 (1985),01/07/1986,Marvel Comics,bad,Female,Cyborg,"[""5'9"", '175 cm']","['128 lb', '58 kg']",brown,black,Unknown,Unknown,"Ally of Reverend William Stryker, former employee of Sabretooth, formerly Reavers","Kenji Oyama (Lord Dark Wind, father, deceased), two unnamed brothers (deceased)",175.0,128.0,41.79591836734689
401,Leader,100.0,10.0,12.0,14.0,59.0,42.0,Samuel Sterns,No alter egos found.,Unknown,"Boise, Idaho",Unknown,,Marvel Comics,bad,Male,Unknown,"[""5'10"", '178 cm']","['140 lb', '63 kg']",green,no hair,Unknown,Unknown,Leader of Freehold,Unknown,178.0,140.0,44.1863401085721
402,Leech,25.0,5.0,12.0,14.0,62.0,14.0,Unknown,No alter egos found.,Unknown,Unknown,Uncanny X-Men #179,12/06/1983,Marvel Comics,good,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,"Survivor, former student",Unknown,"198; formerly Generation X, Daydreamers, Morlocks, X-Factor (trainee)","Annalee (foster mother, deceased)",,,
403,Legion,50.0,100.0,42.0,30.0,100.0,75.0,David Haller,No alter egos found.,"Jack Wayne, Cyndi, Jemail Karami, Daniel Lucas Haller, Daniel Haller, Rodney, Ian, Lucas, Fanya, Boris, Zachary, Sylvester, God-Mutant",Israel,"New Mutants #25 (March, 1985)",12/04/1984,Marvel Comics,good,Male,Mutant,"[""5'9"", '175 cm']","['130 lb', '59 kg']",green / blue,black,"Adventurer, Student","formerly Ruth Aldine's mind, Utopia, San Francisco Bay, California; Westcliffe, Colorado; ""No-Time""; Moira MacTaggart's Mutant Research Center, Muir Island, off the coast of Scotland; Haifa; Paris, France","Formerly X-Men, Muir Island X-Men","Charles Graymalkin (paternal collateral ancestor), Marcia Graymalkin (paternal collateral ancestor), Jonas Graymalkin (paternal collateral ancestor), Brian Xavier (paternal grandfather), Sharon Xavier (paternal grandmother), Kurt Marko (paternal step-grandfather), Cain Marko (paternal step-uncle), Cassandra Nova Xavier (paternal aunt), Charles Xavier (father), Gabrielle Haller (mother), Daniel Shomron (stepfather), Xavier Family (paternal relatives), Ruth Aldine (lover/current body)",175.0,130.0,42.4489795918367
405,Lex Luthor,100.0,53.0,25.0,65.0,68.0,70.0,Lex Luthor,No alter egos found.,Unknown,Unknown,Action Comics #23,02/23/1940,DC Comics,bad,Male,Human,"[""6'2'"", '188 cm']","['210 lb', '95 kg']",green,no hair,Owner of LexCorp,Unknown,"Injustice Gang, Injustice League, Society of Supervillains","Casey and Elaine Griggs (foster parents, deceased),
Lena Luthor (sister pre-Crisis; daughter post-Crisis),
Elizabeth Perske (ex-wife),
Perry J. White Jr. (son, deceased),
Contessa Erica Alexandra del Portenza (wife, assumed deceased)",188.0,210.0,59.4160253508375
406,Light Lass,38.0,10.0,35.0,28.0,67.0,42.0,Ayla Ranzz,No alter egos found.,Unknown,Unknown,Teen Titans/Legion Special #1,12/15/2004,DC Comics,good,Female,Unknown,"[""5'5"", '165 cm']","['120 lb', '54 kg']",blue,red,Unknown,United Planets,"Legion of Super-Heroes, formerly the Wanderers","Unnamd parents, Garth Ranzz (Lightning Lad, twin brother); Mekt Ranzz (older brother)",165.0,120.0,44.0771349862259
407,Lightning Lad,38.0,10.0,23.0,28.0,60.0,42.0,Garth Ranzz,No alter egos found.,"Lightning Boy, Live Wire",Unknown,Teen Titans/Legion Special #1,12/15/2004,DC Comics,good,Male,Unknown,"[""5'1"", '155 cm']","['145 lb', '65 kg']",blue,red,Legionnaire,"Earth, 31st century",Legion of Super-Heroes,Unknown,155.0,145.0,60.353798126951105
408,Lightning Lord,44.0,10.0,23.0,42.0,66.0,42.0,Mekt Ranzz,No alter egos found.,Unknown,Unknown,Supergirl and the Legion of Super-Heroes #25 (Feb. 2007),12/27/2006,DC Comics,bad,Male,Unknown,"[""6'3"", '191 cm']","['210 lb', '95 kg']",blue,red,Unknown,Unknown,"The Wanderers, former ally of the Legion of Super-Heroes.",Unknown,191.0,210.0,57.56421150736
409,Living Brain,75.0,53.0,35.0,56.0,31.0,28.0,Unknown,No alter egos found.,Unknown,Unknown,Amazing Spider-Man #8 (1964),10/08/1963,Marvel Comics,bad,Unknown,Unknown,"[""6'6"", '198 cm']","['800 lb', '360 kg']",yellow,unknown,Robot,Unknown,Unknown,Unknown,198.0,800.0,204.060810121416
